campaign_id,campaign_name,platform,date,impressions,clicks,cost,conversions,revenue,ctr,cpc,conversion_rate,roas,ad_type,audience_segment,device_type,region,bounce_rate,avg_session_duration,engagement_rate,ad_position
1157,!!!,google_ads,2024-01-01,41840,2065,147.79,105.0,4004.88,4.94,0.07,5.08,27.1,AdX,unkown_segment,Desktop,India,27.0,N/A,37.0,Side
1158,Summer Sale,Unknown,15-02-2024,36354,2511,210.55,247.0,1023.12,6.91,0.08,9.84,4.86,,unkown_segment,Unknown,Unknown,30.0,N/A,57.0,Top
1159,!!!,Unknown,2024-01-01,15564,4791,179.68,478.0,1958.51,30.78,0.04,9.98,10.9,search_add,New Users,Mobl,Europe,48.0,2m 15s,54.0,Top
1160,!!!,FB ads,2024/04/05,28715,2362,349.2,460.0,2100.21,8.23,0.15,19.48,6.01,Search Ad,,Desktop,Unknown,31.0,2m 15s,36.0,Top
1161,Unknown_campaign,google_ads,15-02-2024,15703,1048,468.33,257.0,3741.1,6.67,0.45,24.52,7.99,Display Ad,unkown_segment,Deskotp,Europe,45.0,3m 40s,42.0,Top
1162,Unknown_campaign,Gogle Adz,"March 10, 2024",42146,2121,130.47,201.0,3955.62,5.03,0.06,9.48,30.32,Display Ad,,Desktop,,33.0,2m 15s,49.0,Side
1163,Holiday Offer,Facebook Ads,"March 10, 2024",20591,2131,452.36,23.0,4400.49,10.35,0.21,1.08,9.73,Display Ad,,Deskotp,USA,24.0,,30.0,NA
1164,Unknown_campaign,google_ads,2024-01-01,21519,4895,325.85,107.0,838.38,22.75,0.07,2.19,2.57,search_add,,Mobile,India,24.0,,43.0,NA
1165,Summer Sale,,15-02-2024,32041,1433,432.28,166.0,4189.65,4.47,0.3,11.58,9.69,,New Users,Mobile,India,28.0,3m 40s,49.0,
1166,Black Friday Deal,Gogle Adz,,32811,3680,225.73,493.0,1249.74,11.22,0.06,13.4,5.54,Search Ad,,Unknown,,24.0,N/A,56.0,
1167,Unknown_campaign,Unknown,"March 10, 2024",36326,4514,106.79,289.0,1714.11,12.43,0.02,6.4,16.05,AdX,New Users,Deskotp,Europe,26.0,2m 15s,55.0,Side
1168,Summer Sale,Google Ads,"March 10, 2024",14042,875,249.45,19.0,2697.16,6.23,0.29,2.17,10.81,search_add,Returning Customers,Mobile,Unknown,41.0,2m 15s,56.0,Bottom
1169,,Gogle Adz,2024/04/05,19148,176,381.64,421.0,738.1,0.92,2.17,239.2,1.93,Search Ad,Returning Customers,Mobile,,24.0,N/A,56.0,Top
1170,Summer Sale,google_ads,2024/04/05,41422,1904,465.24,64.0,742.42,4.6,0.24,3.36,1.6,Video Ad,Returning Customers,Unknown,India,41.0,,47.0,NA
1171,Summer Sale,,,46893,4474,489.43,329.0,2422.65,9.54,0.11,7.35,4.95,AdX,New Users,Mobl,USA,30.0,N/A,32.0,Top
1172,Holiday Offer,,,22011,3255,180.24,119.0,564.56,14.79,0.06,3.66,3.13,Display Ad,,Deskotp,USA,46.0,,45.0,NA
1173,!!!,Gogle Adz,"March 10, 2024",37963,102,316.13,326.0,4354.66,0.27,3.1,319.61,13.77,Display Ad,New Users,Mobl,India,33.0,3m 40s,37.0,
1174,Unknown_campaign,Facebook Ads,2024/04/05,24067,2075,438.37,464.0,1827.93,8.62,0.21,22.36,4.17,search_add,New Users,Unknown,USA,27.0,3m 40s,38.0,Top
1175,!!!,,2024-01-01,40727,3536,451.95,220.0,2307.81,8.68,0.13,6.22,5.11,Search Ad,,,Unknown,49.0,,53.0,Top
1176,Unknown_campaign,FB ads,15-02-2024,5493,2277,102.05,252.0,4947.34,41.45,0.04,11.07,48.48,Search Ad,unkown_segment,Deskotp,USA,38.0,,57.0,NA
1177,,FB ads,"March 10, 2024",28264,4761,166.26,147.0,1594.46,16.84,0.03,3.09,9.59,AdX,New Users,Deskotp,Unknown,30.0,2m 15s,56.0,Top
1178,Unknown_campaign,FB ads,,23436,1297,383.62,345.0,4988.39,5.53,0.3,26.6,13.0,AdX,unkown_segment,Desktop,Unknown,42.0,2m 15s,38.0,Bottom
1179,Holiday Offer,Unknown,2024/04/05,31595,1708,136.16,431.0,4428.36,5.41,0.08,25.23,32.52,,unkown_segment,,India,48.0,N/A,49.0,
1180,!!!,Gogle Adz,,16425,2200,440.73,113.0,1440.37,13.39,0.2,5.14,3.27,Search Ad,Returning Customers,Desktop,,37.0,2m 15s,41.0,Side
1181,Unknown_campaign,google_ads,,12104,4693,307.83,38.0,3038.57,38.77,0.07,0.81,9.87,AdX,,,India,24.0,3m 40s,32.0,Side
1182,Unknown_campaign,Unknown,"March 10, 2024",13641,3368,66.77,281.0,3857.93,24.69,0.02,8.34,57.78,Display Ad,Returning Customers,Unknown,Unknown,40.0,3m 40s,49.0,Side
1183,Black Friday Deal,FB ads,,21689,3065,362.13,134.0,736.48,14.13,0.12,4.37,2.03,Display Ad,Returning Customers,Desktop,India,41.0,,36.0,Bottom
1184,Unknown_campaign,Facebook Ads,,20668,3256,286.99,139.0,4437.64,15.75,0.09,4.27,15.46,,Returning Customers,Deskotp,India,39.0,,33.0,Top
1185,Summer Sale,Facebook Ads,2024-01-01,46760,4347,397.17,288.0,4517.48,9.3,0.09,6.63,11.37,Search Ad,Returning Customers,Mobile,USA,24.0,3m 40s,56.0,Top
1186,Unknown_campaign,Google Ads,15-02-2024,27496,3448,343.04,329.0,1454.28,12.54,0.1,9.54,4.24,Display Ad,Returning Customers,Mobl,Europe,34.0,,36.0,
1187,!!!,Facebook Ads,2024-01-01,13879,2356,153.79,354.0,3632.45,16.98,0.07,15.03,23.62,search_add,New Users,Mobile,Europe,21.0,N/A,55.0,Side
1188,!!!,Unknown,2024-01-01,33927,223,304.07,124.0,2618.89,0.66,1.36,55.61,8.61,AdX,Returning Customers,Deskotp,India,37.0,3m 40s,33.0,
1189,Summer Sale,google_ads,15-02-2024,27300,2458,487.65,443.0,1040.69,9.0,0.2,18.02,2.13,Display Ad,Returning Customers,Mobile,India,49.0,N/A,52.0,
1190,Black Friday Deal,Google Ads,15-02-2024,13752,4930,232.36,343.0,1205.6,35.85,0.05,6.96,5.19,AdX,Returning Customers,Mobile,,37.0,,32.0,Side
1191,Summer Sale,FB ads,15-02-2024,24537,2520,128.22,366.0,2477.83,10.27,0.05,14.52,19.32,Search Ad,,Desktop,Unknown,26.0,2m 15s,51.0,Bottom
1192,,FB ads,2024-01-01,22596,4969,465.85,499.0,2701.0,21.99,0.09,10.04,5.8,Search Ad,unkown_segment,Mobl,Unknown,39.0,2m 15s,33.0,NA
1193,Black Friday Deal,Unknown,,31078,1977,268.97,270.0,940.56,6.36,0.14,13.66,3.5,Video Ad,unkown_segment,Unknown,India,43.0,3m 40s,37.0,
1194,Summer Sale,Gogle Adz,15-02-2024,36975,3359,121.29,296.0,4673.8,9.08,0.04,8.81,38.53,Video Ad,unkown_segment,Desktop,Europe,20.0,2m 15s,48.0,
1195,!!!,Google Ads,15-02-2024,26934,3483,229.44,241.0,3919.89,12.93,0.07,6.92,17.08,Video Ad,Returning Customers,Mobile,Unknown,43.0,,35.0,Side
1196,,Unknown,2024-01-01,30557,1777,208.28,108.0,2036.39,5.82,0.12,6.08,9.78,search_add,Returning Customers,Desktop,USA,29.0,,44.0,Top
1197,!!!,google_ads,"March 10, 2024",39994,743,424.62,283.0,1850.26,1.86,0.57,38.09,4.36,search_add,,,Europe,48.0,2m 15s,47.0,
1198,Holiday Offer,Google Ads,2024-01-01,25949,4506,139.5,317.0,1381.39,17.36,0.03,7.04,9.9,Search Ad,New Users,Desktop,USA,47.0,,57.0,Top
1199,,Gogle Adz,2024-01-01,14993,570,169.49,261.0,1152.72,3.8,0.3,45.79,6.8,,,Deskotp,,32.0,3m 40s,49.0,Bottom
1200,Holiday Offer,Facebook Ads,15-02-2024,46336,615,321.61,429.0,2166.29,1.33,0.52,69.76,6.74,AdX,New Users,Desktop,USA,20.0,2m 15s,48.0,Top
1201,Summer Sale,Unknown,"March 10, 2024",18434,4343,73.67,58.0,4690.26,23.56,0.02,1.34,63.67,Video Ad,unkown_segment,Unknown,USA,48.0,3m 40s,38.0,NA
1202,Unknown_campaign,FB ads,2024-01-01,23099,2932,181.17,100.0,909.56,12.69,0.06,3.41,5.02,Search Ad,Returning Customers,,USA,44.0,3m 40s,44.0,Side
1203,,Google Ads,,39109,3135,72.6,491.0,1603.65,8.02,0.02,15.66,22.09,,Returning Customers,Mobile,USA,35.0,N/A,51.0,Bottom
1204,Unknown_campaign,FB ads,2024-01-01,11931,1762,158.11,335.0,3660.7,14.77,0.09,19.01,23.15,AdX,Returning Customers,Desktop,USA,31.0,N/A,48.0,Side
1205,Holiday Offer,FB ads,"March 10, 2024",23393,4100,254.43,231.0,4872.65,17.53,0.06,5.63,19.15,Video Ad,,Deskotp,India,24.0,,51.0,NA
1206,Unknown_campaign,Gogle Adz,15-02-2024,29455,4977,138.7,442.0,1053.61,16.9,0.03,8.88,7.6,AdX,New Users,,Europe,24.0,3m 40s,40.0,Bottom
1207,,FB ads,2024-01-01,10470,1122,380.71,197.0,1128.94,10.72,0.34,17.56,2.97,,unkown_segment,Unknown,,33.0,2m 15s,46.0,
1208,Summer Sale,Unknown,2024-01-01,18550,2587,279.69,57.0,4926.78,13.95,0.11,2.2,17.62,search_add,unkown_segment,Deskotp,Unknown,33.0,,53.0,NA
1209,Holiday Offer,,,30316,964,205.36,233.0,1473.89,3.18,0.21,24.17,7.18,,New Users,Desktop,Unknown,43.0,,46.0,
1210,Black Friday Deal,google_ads,2024/04/05,20929,1638,116.43,216.0,3582.26,7.83,0.07,13.19,30.77,Search Ad,unkown_segment,,USA,37.0,N/A,37.0,Bottom
1211,Unknown_campaign,google_ads,2024/04/05,38598,1211,439.91,436.0,3705.81,3.14,0.36,36.0,8.42,Display Ad,Returning Customers,Mobile,Europe,31.0,N/A,34.0,
1212,,FB ads,15-02-2024,39486,3664,290.28,356.0,2129.69,9.28,0.08,9.72,7.34,Video Ad,unkown_segment,,,26.0,2m 15s,35.0,Side
1213,Holiday Offer,,2024/04/05,32979,4333,89.11,117.0,2671.01,13.14,0.02,2.7,29.97,,unkown_segment,Desktop,India,48.0,,32.0,Bottom
1214,Summer Sale,Google Ads,,15149,2459,432.07,263.0,3021.81,16.23,0.18,10.7,6.99,Display Ad,unkown_segment,Unknown,,30.0,2m 15s,54.0,Side
1215,Summer Sale,Unknown,2024/04/05,43134,3651,369.94,149.0,3256.28,8.46,0.1,4.08,8.8,,Returning Customers,Mobl,USA,45.0,2m 15s,55.0,NA
1216,!!!,,2024/04/05,16817,4282,225.88,149.0,3879.02,25.46,0.05,3.48,17.17,,Returning Customers,Deskotp,India,39.0,3m 40s,54.0,Top
1217,Holiday Offer,google_ads,2024/04/05,9080,3917,150.49,202.0,878.83,43.14,0.04,5.16,5.84,,New Users,Mobile,Europe,35.0,N/A,42.0,
1218,Holiday Offer,Google Ads,15-02-2024,43396,4481,65.49,195.0,2261.03,10.33,0.01,4.35,34.52,Search Ad,unkown_segment,Mobile,India,35.0,2m 15s,31.0,Top
1219,,google_ads,,24808,2677,174.16,492.0,2354.78,10.79,0.07,18.38,13.52,Search Ad,,Mobile,Europe,34.0,2m 15s,33.0,Bottom
1220,,,,30186,2213,369.56,411.0,3470.55,7.33,0.17,18.57,9.39,,unkown_segment,Mobl,Europe,34.0,2m 15s,33.0,
1221,Black Friday Deal,FB ads,"March 10, 2024",23585,3096,413.6,251.0,1610.64,13.13,0.13,8.11,3.89,search_add,Returning Customers,,Europe,49.0,,46.0,Side
1222,!!!,,,21197,4781,85.73,273.0,3641.25,22.56,0.02,5.71,42.47,search_add,Returning Customers,,India,44.0,3m 40s,58.0,NA
1223,!!!,Gogle Adz,2024-01-01,47392,1865,134.58,182.0,636.98,3.94,0.07,9.76,4.73,Search Ad,unkown_segment,Deskotp,India,42.0,N/A,33.0,Top
1224,,,15-02-2024,43226,2255,475.81,492.0,2918.93,5.22,0.21,21.82,6.13,Search Ad,unkown_segment,Mobl,Europe,37.0,3m 40s,53.0,
1225,Unknown_campaign,Google Ads,15-02-2024,47912,2269,458.57,49.0,1170.02,4.74,0.2,2.16,2.55,Display Ad,,Mobl,India,24.0,2m 15s,33.0,Side
1226,Holiday Offer,,,15509,1492,417.01,152.0,1960.12,9.62,0.28,10.19,4.7,Display Ad,Returning Customers,Unknown,,49.0,2m 15s,41.0,Side
1227,Holiday Offer,FB ads,"March 10, 2024",21236,1375,468.49,66.0,4117.05,6.47,0.34,4.8,8.79,Search Ad,Returning Customers,Desktop,,45.0,3m 40s,49.0,
1228,Summer Sale,Gogle Adz,"March 10, 2024",26486,3767,304.62,295.0,4337.25,14.22,0.08,7.83,14.24,,Returning Customers,Unknown,Unknown,35.0,N/A,48.0,Bottom
1229,Black Friday Deal,Gogle Adz,2024-01-01,44585,3428,189.69,114.0,2786.65,7.69,0.06,3.33,14.69,Video Ad,unkown_segment,Desktop,India,34.0,N/A,31.0,NA
1230,Black Friday Deal,Unknown,"March 10, 2024",39761,2281,74.13,201.0,4639.81,5.74,0.03,8.81,62.59,,,,Europe,30.0,3m 40s,43.0,Bottom
1231,!!!,Gogle Adz,"March 10, 2024",49533,1818,358.9,469.0,2043.9,3.67,0.2,25.8,5.69,search_add,Returning Customers,Mobile,Europe,38.0,3m 40s,34.0,Side
1232,Summer Sale,Google Ads,2024/04/05,43450,1348,160.69,98.0,2733.6,3.1,0.12,7.27,17.01,AdX,unkown_segment,Mobile,USA,38.0,3m 40s,48.0,Top
1233,Unknown_campaign,Gogle Adz,,6010,2693,116.93,193.0,3353.38,44.81,0.04,7.17,28.68,search_add,,,India,28.0,N/A,51.0,Top
1234,Summer Sale,,"March 10, 2024",13469,3940,240.9,467.0,3811.05,29.25,0.06,11.85,15.82,,,,USA,49.0,N/A,49.0,Bottom
1235,Unknown_campaign,Google Ads,2024/04/05,29425,1473,360.75,54.0,1436.21,5.01,0.24,3.67,3.98,Search Ad,New Users,Mobile,USA,34.0,2m 15s,30.0,
1236,,Unknown,2024-01-01,46281,4843,337.13,447.0,1997.77,10.46,0.07,9.23,5.93,search_add,,Mobl,,36.0,,32.0,Bottom
1237,Holiday Offer,google_ads,,22309,4762,377.65,453.0,2729.74,21.35,0.08,9.51,7.23,Display Ad,unkown_segment,Desktop,USA,35.0,,40.0,NA
1238,,google_ads,15-02-2024,43961,4673,328.82,79.0,3374.76,10.63,0.07,1.69,10.26,,,Mobile,,37.0,,34.0,
1239,,Unknown,2024/04/05,44363,2395,117.56,326.0,4309.39,5.4,0.05,13.61,36.66,Search Ad,Returning Customers,Mobile,,38.0,N/A,59.0,Bottom
1240,!!!,Gogle Adz,15-02-2024,33331,1066,269.29,454.0,1961.08,3.2,0.25,42.59,7.28,AdX,New Users,Mobile,Europe,20.0,3m 40s,35.0,NA
1241,Summer Sale,,"March 10, 2024",42700,1737,351.77,311.0,1360.12,4.07,0.2,17.9,3.87,search_add,unkown_segment,Mobl,India,30.0,,31.0,NA
1242,,FB ads,,24737,4234,96.39,287.0,4110.49,17.12,0.02,6.78,42.64,Display Ad,Returning Customers,Mobile,India,45.0,,32.0,Bottom
1243,!!!,Facebook Ads,2024/04/05,49304,4190,81.22,156.0,1970.66,8.5,0.02,3.72,24.26,Display Ad,Returning Customers,Desktop,,31.0,2m 15s,38.0,Bottom
1244,Summer Sale,,2024-01-01,24279,4531,454.43,317.0,2676.74,18.66,0.1,7.0,5.89,AdX,Returning Customers,Desktop,India,43.0,N/A,58.0,Bottom
1245,Holiday Offer,,,11790,693,499.34,307.0,4457.23,5.88,0.72,44.3,8.93,Search Ad,,Mobl,Europe,36.0,N/A,52.0,
1246,Holiday Offer,Facebook Ads,"March 10, 2024",47166,2777,444.23,83.0,3361.85,5.89,0.16,2.99,7.57,AdX,New Users,Mobile,Unknown,21.0,3m 40s,59.0,
1247,Black Friday Deal,Unknown,,23821,1121,497.1,215.0,3307.63,4.71,0.44,19.18,6.65,search_add,New Users,Desktop,USA,21.0,,54.0,
1248,!!!,Facebook Ads,15-02-2024,21894,2349,418.04,277.0,3772.03,10.73,0.18,11.79,9.02,Display Ad,,Mobl,,24.0,N/A,36.0,
1249,Unknown_campaign,Google Ads,,48876,4020,129.91,429.0,4926.23,8.22,0.03,10.67,37.92,search_add,unkown_segment,,USA,34.0,,38.0,
1250,Holiday Offer,Unknown,,38760,2094,338.42,182.0,910.32,5.4,0.16,8.69,2.69,Display Ad,unkown_segment,Mobile,India,36.0,2m 15s,44.0,NA
1251,Unknown_campaign,FB ads,2024/04/05,21046,554,70.07,10.0,3484.11,2.63,0.13,1.81,49.72,Display Ad,unkown_segment,Mobl,Europe,37.0,3m 40s,34.0,
1252,Holiday Offer,Facebook Ads,2024/04/05,45593,4871,133.07,398.0,2993.07,10.68,0.03,8.17,22.49,Video Ad,,,Europe,22.0,3m 40s,58.0,NA
1253,Summer Sale,Unknown,2024-01-01,28836,1174,123.01,464.0,2875.83,4.07,0.1,39.52,23.38,,New Users,Deskotp,USA,47.0,2m 15s,52.0,NA
1254,!!!,Unknown,2024/04/05,35357,3550,114.33,347.0,3813.37,10.04,0.03,9.77,33.35,AdX,unkown_segment,Desktop,,49.0,,50.0,Bottom
1255,,Gogle Adz,15-02-2024,10269,1347,390.03,494.0,2283.55,13.12,0.29,36.67,5.85,Video Ad,unkown_segment,Mobile,,47.0,3m 40s,32.0,Top
1256,,Gogle Adz,"March 10, 2024",15937,1674,82.59,480.0,2867.73,10.5,0.05,28.67,34.72,,New Users,Unknown,USA,39.0,N/A,32.0,NA
1257,,Facebook Ads,,36781,4460,309.36,12.0,3011.27,12.13,0.07,0.27,9.73,,New Users,Mobl,,32.0,N/A,43.0,Side
1258,,Unknown,,30381,3969,138.83,281.0,1572.5,13.06,0.03,7.08,11.33,search_add,Returning Customers,,Unknown,25.0,N/A,49.0,Top
1259,Holiday Offer,Unknown,2024/04/05,15061,256,84.31,432.0,994.94,1.7,0.33,168.75,11.8,Search Ad,Returning Customers,,USA,22.0,2m 15s,48.0,
1260,!!!,FB ads,"March 10, 2024",34880,3597,351.68,129.0,4570.89,10.31,0.1,3.59,13.0,Video Ad,,,Unknown,27.0,3m 40s,56.0,Bottom
1261,Holiday Offer,Google Ads,2024-01-01,28440,925,346.64,100.0,1247.35,3.25,0.37,10.81,3.6,Search Ad,,Mobl,Unknown,26.0,,48.0,Top
1262,!!!,Facebook Ads,,31420,4192,55.59,475.0,1647.57,13.34,0.01,11.33,29.64,Display Ad,,Desktop,India,38.0,N/A,43.0,Top
1263,Holiday Offer,Gogle Adz,15-02-2024,24013,4883,498.11,210.0,777.33,20.33,0.1,4.3,1.56,Video Ad,,Desktop,India,41.0,3m 40s,35.0,Bottom
1264,!!!,Gogle Adz,15-02-2024,22432,2359,200.98,270.0,1816.07,10.52,0.09,11.45,9.04,,,Desktop,Europe,42.0,3m 40s,51.0,
1265,,,"March 10, 2024",44125,4570,325.1,250.0,2337.98,10.36,0.07,5.47,7.19,,,,USA,48.0,,44.0,Top
1266,Summer Sale,Google Ads,15-02-2024,14913,1075,142.14,66.0,2108.13,7.21,0.13,6.14,14.83,,unkown_segment,Mobile,India,47.0,N/A,58.0,Bottom
1267,!!!,Unknown,15-02-2024,32294,1278,496.99,243.0,4689.96,3.96,0.39,19.01,9.44,Video Ad,New Users,Desktop,Europe,47.0,N/A,40.0,Top
1268,Black Friday Deal,Unknown,2024/04/05,18625,296,299.21,434.0,1061.47,1.59,1.01,146.62,3.55,AdX,,Mobl,,46.0,3m 40s,47.0,Side
1269,!!!,Google Ads,2024/04/05,25602,3434,423.12,213.0,1172.14,13.41,0.12,6.2,2.77,Video Ad,New Users,Deskotp,USA,39.0,,34.0,Bottom
1270,Unknown_campaign,FB ads,2024/04/05,12591,1728,186.44,342.0,2238.53,13.72,0.11,19.79,12.01,Search Ad,unkown_segment,Mobile,Unknown,40.0,3m 40s,54.0,Bottom
1271,Summer Sale,Google Ads,"March 10, 2024",23609,158,61.17,136.0,1646.51,0.67,0.39,86.08,26.92,Search Ad,unkown_segment,Deskotp,India,32.0,3m 40s,47.0,Side
1272,Black Friday Deal,Google Ads,2024/04/05,39221,1818,173.42,302.0,4676.39,4.64,0.1,16.61,26.97,Video Ad,Returning Customers,Mobl,Unknown,32.0,,41.0,Bottom
1273,!!!,google_ads,15-02-2024,21273,4153,53.51,306.0,4645.46,19.52,0.01,7.37,86.81,Video Ad,,Mobl,,21.0,,42.0,NA
1274,Unknown_campaign,FB ads,,13506,290,464.13,389.0,2142.47,2.15,1.6,134.14,4.62,search_add,New Users,,,37.0,2m 15s,32.0,Bottom
1275,Unknown_campaign,,2024/04/05,26009,909,240.2,203.0,4622.99,3.49,0.26,22.33,19.25,,unkown_segment,Desktop,Europe,47.0,3m 40s,54.0,Bottom
1276,Unknown_campaign,Gogle Adz,,22607,1830,467.5,78.0,4841.09,8.09,0.26,4.26,10.36,Video Ad,New Users,Unknown,USA,38.0,,37.0,Side
1277,!!!,Unknown,,29561,1744,197.7,341.0,1114.71,5.9,0.11,19.55,5.64,Video Ad,Returning Customers,Deskotp,USA,25.0,3m 40s,35.0,Top
1278,!!!,FB ads,15-02-2024,36620,1461,249.18,317.0,1196.48,3.99,0.17,21.7,4.8,Video Ad,Returning Customers,,USA,28.0,,32.0,Top
1279,Unknown_campaign,,"March 10, 2024",27376,2970,178.63,146.0,1767.71,10.85,0.06,4.92,9.9,Video Ad,,Mobile,India,21.0,,44.0,Side
1280,Unknown_campaign,Google Ads,"March 10, 2024",28916,882,349.55,444.0,4362.18,3.05,0.4,50.34,12.48,Search Ad,Returning Customers,Deskotp,USA,41.0,2m 15s,51.0,NA
1281,!!!,Google Ads,"March 10, 2024",41599,3937,168.53,166.0,1390.74,9.46,0.04,4.22,8.25,Search Ad,New Users,,Europe,44.0,3m 40s,46.0,Bottom
1282,Holiday Offer,google_ads,"March 10, 2024",41559,4837,414.3,114.0,3221.4,11.64,0.09,2.36,7.78,,,Mobl,USA,45.0,3m 40s,30.0,Top
1283,Summer Sale,Unknown,2024/04/05,6113,2913,413.12,273.0,1602.71,47.65,0.14,9.37,3.88,,New Users,Unknown,Europe,45.0,,52.0,Side
1284,,,2024-01-01,40608,781,359.84,337.0,3974.39,1.92,0.46,43.15,11.04,AdX,New Users,Deskotp,,47.0,3m 40s,59.0,Top
1285,Black Friday Deal,Google Ads,15-02-2024,32882,2979,335.93,472.0,2269.64,9.06,0.11,15.84,6.76,Display Ad,unkown_segment,Desktop,India,37.0,N/A,57.0,Side
1286,!!!,,2024/04/05,10421,2281,251.35,430.0,1285.94,21.89,0.11,18.85,5.12,Video Ad,Returning Customers,Mobl,Unknown,22.0,,33.0,Bottom
1287,Black Friday Deal,Google Ads,,28522,3252,206.5,487.0,2896.52,11.4,0.06,14.98,14.03,,unkown_segment,Mobile,India,44.0,N/A,44.0,Top
1288,,Unknown,,10904,3836,467.61,250.0,4812.51,35.18,0.12,6.52,10.29,AdX,,Mobile,Europe,20.0,3m 40s,46.0,NA
1289,Unknown_campaign,,,22998,4240,94.58,193.0,3694.66,18.44,0.02,4.55,39.06,Search Ad,,Unknown,India,37.0,,37.0,
1290,Summer Sale,Google Ads,2024-01-01,28884,983,365.0,113.0,1812.91,3.4,0.37,11.5,4.97,Search Ad,New Users,Desktop,USA,29.0,2m 15s,43.0,Top
1291,,Facebook Ads,"March 10, 2024",45054,3173,396.59,272.0,4881.01,7.04,0.12,8.57,12.31,Display Ad,unkown_segment,Unknown,USA,35.0,,38.0,Bottom
1292,!!!,google_ads,2024-01-01,23495,2570,472.25,136.0,787.09,10.94,0.18,5.29,1.67,Video Ad,unkown_segment,Unknown,Europe,38.0,2m 15s,39.0,Side
1293,Holiday Offer,FB ads,15-02-2024,7564,1146,89.39,206.0,781.08,15.15,0.08,17.98,8.74,search_add,Returning Customers,Unknown,Unknown,48.0,,31.0,Side
1294,Black Friday Deal,Facebook Ads,,33836,2117,130.44,206.0,1937.84,6.26,0.06,9.73,14.86,Video Ad,,Unknown,Europe,29.0,,33.0,Bottom
1295,Summer Sale,google_ads,2024-01-01,24171,177,205.25,426.0,4144.56,0.73,1.16,240.68,20.19,Search Ad,,Unknown,Europe,47.0,N/A,39.0,
1296,Black Friday Deal,Unknown,15-02-2024,46234,4357,74.98,291.0,2561.08,9.42,0.02,6.68,34.16,Video Ad,unkown_segment,Mobile,,30.0,N/A,55.0,NA
1297,Black Friday Deal,Gogle Adz,15-02-2024,28514,3889,274.25,364.0,2167.86,13.64,0.07,9.36,7.9,Search Ad,New Users,Mobile,Europe,44.0,N/A,39.0,Bottom
1298,!!!,Google Ads,"March 10, 2024",43773,4345,265.41,326.0,2511.29,9.93,0.06,7.5,9.46,AdX,unkown_segment,,Unknown,22.0,2m 15s,34.0,NA
1299,Black Friday Deal,Unknown,15-02-2024,38404,2379,490.93,108.0,1921.03,6.19,0.21,4.54,3.91,search_add,New Users,Unknown,Europe,32.0,3m 40s,41.0,Bottom
1300,Summer Sale,Google Ads,15-02-2024,45779,4597,56.03,216.0,2823.56,10.04,0.01,4.7,50.39,search_add,New Users,Mobl,USA,34.0,N/A,54.0,Side
1301,Unknown_campaign,,2024-01-01,17839,1510,120.82,127.0,2352.4,8.46,0.08,8.41,19.47,search_add,unkown_segment,Mobile,USA,36.0,3m 40s,47.0,Side
1302,Black Friday Deal,Facebook Ads,2024/04/05,31323,2788,66.62,115.0,1439.52,8.9,0.02,4.12,21.61,AdX,New Users,Mobile,India,49.0,3m 40s,51.0,Top
1303,Summer Sale,Google Ads,2024/04/05,23364,1224,375.05,186.0,804.47,5.24,0.31,15.2,2.14,search_add,New Users,Unknown,Europe,47.0,,35.0,Side
1304,Summer Sale,Unknown,15-02-2024,42422,4966,274.85,387.0,4622.49,11.71,0.06,7.79,16.82,Search Ad,New Users,Desktop,India,39.0,,34.0,Bottom
1305,Holiday Offer,FB ads,2024/04/05,25210,4372,398.37,107.0,928.3,17.34,0.09,2.45,2.33,Search Ad,New Users,,USA,39.0,N/A,52.0,
1306,Holiday Offer,,"March 10, 2024",23210,2733,372.45,469.0,2659.64,11.78,0.14,17.16,7.14,Search Ad,Returning Customers,,Europe,25.0,2m 15s,36.0,Top
1307,Unknown_campaign,Facebook Ads,,7976,1399,191.46,21.0,2930.8,17.54,0.14,1.5,15.31,search_add,New Users,Mobile,India,27.0,N/A,40.0,Side
1308,Summer Sale,Unknown,2024-01-01,23321,536,272.08,464.0,4369.07,2.3,0.51,86.57,16.06,Search Ad,,Mobl,Unknown,33.0,N/A,57.0,Top
1309,Unknown_campaign,google_ads,"March 10, 2024",17903,307,358.18,346.0,4757.92,1.71,1.17,112.7,13.28,,unkown_segment,Mobile,,36.0,,33.0,
1310,Black Friday Deal,Gogle Adz,,37980,4020,309.87,492.0,2549.9,10.58,0.08,12.24,8.23,Search Ad,Returning Customers,Unknown,,41.0,,38.0,
1311,Unknown_campaign,Unknown,2024-01-01,8438,4871,273.89,90.0,2136.16,57.73,0.06,1.85,7.8,,Returning Customers,Desktop,India,30.0,3m 40s,46.0,
1312,Black Friday Deal,,"March 10, 2024",36439,423,282.09,216.0,2450.76,1.16,0.67,51.06,8.69,Search Ad,New Users,Desktop,USA,31.0,3m 40s,52.0,Bottom
1313,Unknown_campaign,Unknown,2024-01-01,28989,505,226.06,402.0,3119.4,1.74,0.45,79.6,13.8,Video Ad,Returning Customers,,USA,27.0,2m 15s,52.0,Bottom
1314,Holiday Offer,Gogle Adz,,16446,1002,236.18,282.0,3173.88,6.09,0.24,28.14,13.44,Search Ad,Returning Customers,,India,27.0,N/A,35.0,NA
1315,,google_ads,"March 10, 2024",25102,3362,246.37,338.0,3899.68,13.39,0.07,10.05,15.83,Display Ad,New Users,,,39.0,N/A,46.0,NA
